Test number::label,Number of iterations::number,Disagreement::number
1,0.0
2,0.02
3,0.03
4,0.04
5,0.0
6,0.02
7,0.06
8,0.01
9,0.01
10,0.03
11,0.01
12,0.04
13,0.03
14,0.04
15,0.04
16,0.02
17,0.06
18,0.01
19,0.04
20,0.01
21,0.02
22,0.05
23,0.02
24,0.1
25,0.03
26,0.09
27,0.08
28,0.0
29,0.0
30,0.07
31,0.03
32,0.03
33,0.04
34,0.03
35,0.01
36,0.01
37,0.07
38,0.06
39,0.03
40,0.03
41,0.02
42,0.02
43,0.04
44,0.01
45,0.05
46,0.08
47,0.0
48,0.03
49,0.08
50,0.05
51,0.04
52,0.01
53,0.0
54,0.07
55,0.04
56,0.05
57,0.02
58,0.05
59,0.03
60,0.0
61,0.03
62,0.07
63,0.03
64,0.0
65,0.01
66,0.01
67,0.01
68,0.06
69,0.05
70,0.06
71,0.03
72,0.01
73,0.03
74,0.05
75,0.03
76,0.05
77,0.04
78,0.03
79,0.04
80,0.1
81,0.01
82,0.0
83,0.04
84,0.03
85,0.04
86,0.05
87,0.02
88,0.03
89,0.02
90,0.03
91,0.03
92,0.07
93,0.05
94,0.03
95,0.06
96,0.09
97,0.02
98,0.06
99,0.01
100,0.05
101,0.04
102,0.02
103,0.02
104,0.02
105,0.02
106,0.01
107,0.03
108,0.04
109,0.03
110,0.03
111,0.02
112,0.04
113,0.04
114,0.08
115,0.03
116,0.0
117,0.04
118,0.01
119,0.08
120,0.03
121,0.02
122,0.1
123,0.03
124,0.03
125,0.03
126,0.01
127,0.02
128,0.03
129,0.02
130,0.01
131,0.03
132,0.03
133,0.08
134,0.01
135,0.12
136,0.03
137,0.09
138,0.02
139,0.02
140,0.03
141,0.06
142,0.04
143,0.07
144,0.06
145,0.06
146,0.02
147,0.09
148,0.1
149,0.04
150,0.02
151,0.08
152,0.04
153,0.13
154,0.11
155,0.08
156,0.02
157,0.03
158,0.07
159,0.06
160,0.02
161,0.07
162,0.03
163,0.02
164,0.02
165,0.02
166,0.09
167,0.05
168,0.0
169,0.01
170,0.05
171,0.1
172,0.1
173,0.09
174,0.0
175,0.06
176,0.05
177,0.03
178,0.01
179,0.05
180,0.0
181,0.02
182,0.01
183,0.05
184,0.02
185,0.1
186,0.11
187,0.03
188,0.01
189,0.01
190,0.03
191,0.03
192,0.03
193,0.04
194,0.04
195,0.06
196,0.05
197,0.02
198,0.04
199,0.02
200,0.02
201,0.07
202,0.04
203,0.05
204,0.04
205,0.0
206,0.01
207,0.03
208,0.04
209,0.09
210,0.06
211,0.09
212,0.03
213,0.06
214,0.05
215,0.02
216,0.02
217,0.03
218,0.03
219,0.08
220,0.13
221,0.07
222,0.1
223,0.01
224,0.06
225,0.04
226,0.05
227,0.07
228,0.01
229,0.05
230,0.0
231,0.03
232,0.0
233,0.06
234,0.01
235,0.02
236,0.01
237,0.03
238,0.05
239,0.0
240,0.11
241,0.03
242,0.01
243,0.01
244,0.05
245,0.0
246,0.08
247,0.08
248,0.0
249,0.01
250,0.03
251,0.04
252,0.02
253,0.11
254,0.05
255,0.0
256,0.02
257,0.06
258,0.01
259,0.03
260,0.05
261,0.06
262,0.04
263,0.04
264,0.01
265,0.05
266,0.05
267,0.12
268,0.06
269,0.08
270,0.04
271,0.08
272,0.0
273,0.05
274,0.03
275,0.11
276,0.05
277,0.04
278,0.02
279,0.15
280,0.01
281,0.0
282,0.04
283,0.01
284,0.06
285,0.07
286,0.05
287,0.05
288,0.05
289,0.04
290,0.0
291,0.03
292,0.02
293,0.02
294,0.01
295,0.01
296,0.1
297,0.03
298,0.04
299,0.12
300,0.03
301,0.0
302,0.07
303,0.06
304,0.05
305,0.03
306,0.03
307,0.12
308,0.03
309,0.01
310,0.03
311,0.01
312,0.02
313,0.03
314,0.04
315,0.01
316,0.05
317,0.03
318,0.11
319,0.0
320,0.02
321,0.03
322,0.03
323,0.04
324,0.01
325,0.04
326,0.04
327,0.05
328,0.07
329,0.05
330,0.06
331,0.02
332,0.03
333,0.05
334,0.05
335,0.02
336,0.03
337,0.03
338,0.08
339,0.1
340,0.03
341,0.03
342,0.14
343,0.0
344,0.0
345,0.05
346,0.0
347,0.04
348,0.05
349,0.02
350,0.05
351,0.05
352,0.09
353,0.01
354,0.03
355,0.08
356,0.03
357,0.03
358,0.05
359,0.05
360,0.11
361,0.04
362,0.02
363,0.1
364,0.03
365,0.07
366,0.04
367,0.04
368,0.02
369,0.02
370,0.09
371,0.01
372,0.04
373,0.05
374,0.03
375,0.01
376,0.01
377,0.04
378,0.05
379,0.07
380,0.05
381,0.05
382,0.07
383,0.01
384,0.01
385,0.01
386,0.02
387,0.04
388,0.08
389,0.05
390,0.01
391,0.02
392,0.04
393,0.02
394,0.12
395,0.06
396,0.0
397,0.02
398,0.03
399,0.02
400,0.02
401,0.11
402,0.03
403,0.0
404,0.02
405,0.0
406,0.03
407,0.05
408,0.04
409,0.01
410,0.01
411,0.1
